person_id,demographic,demographic_value
a50888d3-2fb0-4002-bc0f-30f7fc86e420,income,middle
a50888d3-2fb0-4002-bc0f-30f7fc86e420,movement,no
a50888d3-2fb0-4002-bc0f-30f7fc86e420,dog,yes
a50888d3-2fb0-4002-bc0f-30f7fc86e420,children,no
a50888d3-2fb0-4002-bc0f-30f7fc86e420,garden,yes
42e8550f-685e-4a48-8c69-779d914649de,global,global
42e8550f-685e-4a48-8c69-779d914649de,gender,man
42e8550f-685e-4a48-8c69-779d914649de,age,middle
42e8550f-685e-4a48-8c69-779d914649de,ethnicity,white
42e8550f-685e-4a48-8c69-779d914649de,education,older
42e8550f-685e-4a48-8c69-779d914649de,income,higher
42e8550f-685e-4a48-8c69-779d914649de,movement,no
42e8550f-685e-4a48-8c69-779d914649de,dog,no
42e8550f-685e-4a48-8c69-779d914649de,children,yes
42e8550f-685e-4a48-8c69-779d914649de,garden,yes
eed91586-f1ab-4be8-bbca-cdc24b049550,global,global
eed91586-f1ab-4be8-bbca-cdc24b049550,gender,woman
eed91586-f1ab-4be8-bbca-cdc24b049550,age,middle
eed91586-f1ab-4be8-bbca-cdc24b049550,ethnicity,white
eed91586-f1ab-4be8-bbca-cdc24b049550,education,older
eed91586-f1ab-4be8-bbca-cdc24b049550,income,higher
eed91586-f1ab-4be8-bbca-cdc24b049550,movement,no
eed91586-f1ab-4be8-bbca-cdc24b049550,dog,no
eed91586-f1ab-4be8-bbca-cdc24b049550,children,no
eed91586-f1ab-4be8-bbca-cdc24b049550,garden,yes
9408429d-74c1-4a1b-852f-77e909badd87,global,global
9408429d-74c1-4a1b-852f-77e909badd87,gender,woman
9408429d-74c1-4a1b-852f-77e909badd87,age,younger
9408429d-74c1-4a1b-852f-77e909badd87,ethnicity,white
9408429d-74c1-4a1b-852f-77e909badd87,education,older
9408429d-74c1-4a1b-852f-77e909badd87,income,middle
9408429d-74c1-4a1b-852f-77e909badd87,movement,no
9408429d-74c1-4a1b-852f-77e909badd87,dog,yes
9408429d-74c1-4a1b-852f-77e909badd87,children,yes
9408429d-74c1-4a1b-852f-77e909badd87,garden,yes
44321f12-8de6-454d-a011-c714dbed058a,global,global
44321f12-8de6-454d-a011-c714dbed058a,gender,man
44321f12-8de6-454d-a011-c714dbed058a,age,middle
44321f12-8de6-454d-a011-c714dbed058a,ethnicity,white
44321f12-8de6-454d-a011-c714dbed058a,education,older
44321f12-8de6-454d-a011-c714dbed058a,income,higher
44321f12-8de6-454d-a011-c714dbed058a,movement,no
44321f12-8de6-454d-a011-c714dbed058a,dog,no
44321f12-8de6-454d-a011-c714dbed058a,children,yes
44321f12-8de6-454d-a011-c714dbed058a,garden,yes
4d5567ee-b920-44d3-847f-db468448c17a,global,global
4d5567ee-b920-44d3-847f-db468448c17a,gender,woman
4d5567ee-b920-44d3-847f-db468448c17a,age,middle
4d5567ee-b920-44d3-847f-db468448c17a,ethnicity,other
4d5567ee-b920-44d3-847f-db468448c17a,education,older
4d5567ee-b920-44d3-847f-db468448c17a,income,higher
4d5567ee-b920-44d3-847f-db468448c17a,movement,no
4d5567ee-b920-44d3-847f-db468448c17a,dog,no
4d5567ee-b920-44d3-847f-db468448c17a,children,yes
4d5567ee-b920-44d3-847f-db468448c17a,garden,yes
151e96b5-7ca3-4234-bfc2-7883c75b28d0,global,global
151e96b5-7ca3-4234-bfc2-7883c75b28d0,gender,man
151e96b5-7ca3-4234-bfc2-7883c75b28d0,age,younger
151e96b5-7ca3-4234-bfc2-7883c75b28d0,ethnicity,other
151e96b5-7ca3-4234-bfc2-7883c75b28d0,education,older
151e96b5-7ca3-4234-bfc2-7883c75b28d0,income,lower
151e96b5-7ca3-4234-bfc2-7883c75b28d0,movement,no
151e96b5-7ca3-4234-bfc2-7883c75b28d0,dog,no
151e96b5-7ca3-4234-bfc2-7883c75b28d0,children,no
151e96b5-7ca3-4234-bfc2-7883c75b28d0,garden,no
4a31577e-ab72-43be-b82a-66db03a47cd7,global,global
4a31577e-ab72-43be-b82a-66db03a47cd7,gender,woman
4a31577e-ab72-43be-b82a-66db03a47cd7,age,younger
4a31577e-ab72-43be-b82a-66db03a47cd7,ethnicity,white
4a31577e-ab72-43be-b82a-66db03a47cd7,movement,no
4a31577e-ab72-43be-b82a-66db03a47cd7,dog,yes
4a31577e-ab72-43be-b82a-66db03a47cd7,children,yes
4a31577e-ab72-43be-b82a-66db03a47cd7,garden,yes
9a0345ac-6db8-4e73-9598-86960d4949f7,global,global
9a0345ac-6db8-4e73-9598-86960d4949f7,gender,man
9a0345ac-6db8-4e73-9598-86960d4949f7,age,younger
9a0345ac-6db8-4e73-9598-86960d4949f7,ethnicity,other
9a0345ac-6db8-4e73-9598-86960d4949f7,education,older
9a0345ac-6db8-4e73-9598-86960d4949f7,income,middle
9a0345ac-6db8-4e73-9598-86960d4949f7,movement,no
9a0345ac-6db8-4e73-9598-86960d4949f7,dog,no
9a0345ac-6db8-4e73-9598-86960d4949f7,children,no
9a0345ac-6db8-4e73-9598-86960d4949f7,garden,no
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,global,global
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,gender,woman
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,age,younger
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,ethnicity,other
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,education,older
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,income,middle
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,movement,yes
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,dog,no
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,children,no
f1c8e92b-d41e-4313-9cfc-9ebf30b1c527,garden,no
9c59dcf4-f68f-46a3-913c-98a69c44e549,global,global
9c59dcf4-f68f-46a3-913c-98a69c44e549,gender,woman
9c59dcf4-f68f-46a3-913c-98a69c44e549,age,younger
9c59dcf4-f68f-46a3-913c-98a69c44e549,ethnicity,white
9c59dcf4-f68f-46a3-913c-98a69c44e549,education,older
9c59dcf4-f68f-46a3-913c-98a69c44e549,income,higher
9c59dcf4-f68f-46a3-913c-98a69c44e549,movement,no
9c59dcf4-f68f-46a3-913c-98a69c44e549,dog,yes
9c59dcf4-f68f-46a3-913c-98a69c44e549,children,no
9c59dcf4-f68f-46a3-913c-98a69c44e549,garden,yes
fb6f0622-b0c5-480b-a584-0faaa89a037f,global,global
fb6f0622-b0c5-480b-a584-0faaa89a037f,gender,man
fb6f0622-b0c5-480b-a584-0faaa89a037f,age,younger
fb6f0622-b0c5-480b-a584-0faaa89a037f,ethnicity,other
fb6f0622-b0c5-480b-a584-0faaa89a037f,education,older
fb6f0622-b0c5-480b-a584-0faaa89a037f,income,higher
fb6f0622-b0c5-480b-a584-0faaa89a037f,movement,no
fb6f0622-b0c5-480b-a584-0faaa89a037f,dog,no
fb6f0622-b0c5-480b-a584-0faaa89a037f,children,no
fb6f0622-b0c5-480b-a584-0faaa89a037f,garden,yes
03886c9a-92e8-430c-8cf8-dd05025c42b6,global,global
03886c9a-92e8-430c-8cf8-dd05025c42b6,gender,woman
03886c9a-92e8-430c-8cf8-dd05025c42b6,age,younger
03886c9a-92e8-430c-8cf8-dd05025c42b6,ethnicity,white
03886c9a-92e8-430c-8cf8-dd05025c42b6,education,older
03886c9a-92e8-430c-8cf8-dd05025c42b6,income,higher
03886c9a-92e8-430c-8cf8-dd05025c42b6,movement,no
03886c9a-92e8-430c-8cf8-dd05025c42b6,dog,no
03886c9a-92e8-430c-8cf8-dd05025c42b6,children,no
03886c9a-92e8-430c-8cf8-dd05025c42b6,garden,yes
8b24a275-305a-478f-8a1d-fd6b59aff985,global,global
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,global,global
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,gender,woman
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,age,middle
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,ethnicity,other
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,education,older
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,income,higher
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,movement,no
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,dog,no
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,children,yes
71741a94-0ea3-4c67-85d3-bf1fe44a9c6d,garden,yes
d622d22e-36bf-4435-8b1d-467398e92207,global,global
d622d22e-36bf-4435-8b1d-467398e92207,gender,woman
d622d22e-36bf-4435-8b1d-467398e92207,age,younger
d622d22e-36bf-4435-8b1d-467398e92207,education,eighteen
d622d22e-36bf-4435-8b1d-467398e92207,movement,no
d622d22e-36bf-4435-8b1d-467398e92207,dog,no
d622d22e-36bf-4435-8b1d-467398e92207,children,yes
d622d22e-36bf-4435-8b1d-467398e92207,garden,yes
448282c4-0092-4018-b63c-761f7fa31011,global,global
448282c4-0092-4018-b63c-761f7fa31011,gender,man
448282c4-0092-4018-b63c-761f7fa31011,age,younger
448282c4-0092-4018-b63c-761f7fa31011,ethnicity,white
448282c4-0092-4018-b63c-761f7fa31011,education,older
448282c4-0092-4018-b63c-761f7fa31011,income,middle
448282c4-0092-4018-b63c-761f7fa31011,movement,no
448282c4-0092-4018-b63c-761f7fa31011,dog,no
448282c4-0092-4018-b63c-761f7fa31011,children,no
448282c4-0092-4018-b63c-761f7fa31011,garden,yes
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,global,global
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,gender,man
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,age,younger
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,ethnicity,white
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,education,eighteen
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,movement,no
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,dog,no
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,children,no
c2c068b6-c5a3-44a4-af85-6ff20a2337f9,garden,yes
24e70962-497b-40ff-9dd9-fc17e5bc84ba,global,global
24e70962-497b-40ff-9dd9-fc17e5bc84ba,gender,woman
24e70962-497b-40ff-9dd9-fc17e5bc84ba,age,younger
24e70962-497b-40ff-9dd9-fc17e5bc84ba,ethnicity,white
24e70962-497b-40ff-9dd9-fc17e5bc84ba,education,older
24e70962-497b-40ff-9dd9-fc17e5bc84ba,income,lower
24e70962-497b-40ff-9dd9-fc17e5bc84ba,movement,no
24e70962-497b-40ff-9dd9-fc17e5bc84ba,dog,yes
24e70962-497b-40ff-9dd9-fc17e5bc84ba,children,no
24e70962-497b-40ff-9dd9-fc17e5bc84ba,garden,yes
1e915017-acf7-44c0-aef5-2b5930a960d0,global,global
1e915017-acf7-44c0-aef5-2b5930a960d0,gender,woman
1e915017-acf7-44c0-aef5-2b5930a960d0,age,younger
1e915017-acf7-44c0-aef5-2b5930a960d0,ethnicity,other
1e915017-acf7-44c0-aef5-2b5930a960d0,education,older
1e915017-acf7-44c0-aef5-2b5930a960d0,income,higher
1e915017-acf7-44c0-aef5-2b5930a960d0,movement,no
1e915017-acf7-44c0-aef5-2b5930a960d0,dog,yes
1e915017-acf7-44c0-aef5-2b5930a960d0,children,no
1e915017-acf7-44c0-aef5-2b5930a960d0,garden,yes
2ba79c56-6a24-4a03-a75f-259e907c337d,global,global
2ba79c56-6a24-4a03-a75f-259e907c337d,gender,man
2ba79c56-6a24-4a03-a75f-259e907c337d,age,younger
2ba79c56-6a24-4a03-a75f-259e907c337d,ethnicity,white
2ba79c56-6a24-4a03-a75f-259e907c337d,education,older
2ba79c56-6a24-4a03-a75f-259e907c337d,income,higher
2ba79c56-6a24-4a03-a75f-259e907c337d,movement,no
2ba79c56-6a24-4a03-a75f-259e907c337d,dog,yes
2ba79c56-6a24-4a03-a75f-259e907c337d,children,no
2ba79c56-6a24-4a03-a75f-259e907c337d,garden,yes
dad18735-dd30-465b-b835-27a4c7674a78,global,global
dad18735-dd30-465b-b835-27a4c7674a78,gender,man
dad18735-dd30-465b-b835-27a4c7674a78,age,younger
dad18735-dd30-465b-b835-27a4c7674a78,ethnicity,other
dad18735-dd30-465b-b835-27a4c7674a78,education,older
dad18735-dd30-465b-b835-27a4c7674a78,income,lower
dad18735-dd30-465b-b835-27a4c7674a78,movement,no
dad18735-dd30-465b-b835-27a4c7674a78,dog,no
dad18735-dd30-465b-b835-27a4c7674a78,children,no
dad18735-dd30-465b-b835-27a4c7674a78,garden,yes
aca795a8-3a8f-439c-9651-75cde1001559,global,global
aca795a8-3a8f-439c-9651-75cde1001559,gender,woman
aca795a8-3a8f-439c-9651-75cde1001559,age,younger
aca795a8-3a8f-439c-9651-75cde1001559,ethnicity,white
aca795a8-3a8f-439c-9651-75cde1001559,education,older
aca795a8-3a8f-439c-9651-75cde1001559,movement,no
aca795a8-3a8f-439c-9651-75cde1001559,dog,yes
aca795a8-3a8f-439c-9651-75cde1001559,children,no
aca795a8-3a8f-439c-9651-75cde1001559,garden,yes
a82ebff9-a0df-4302-ae08-4f9c487ac68c,global,global
ac6b7606-ef89-45a5-a7b6-7f3039315c3a,global,global
857e496f-1f34-4887-8542-a6a3ee194173,global,global
857e496f-1f34-4887-8542-a6a3ee194173,gender,woman
857e496f-1f34-4887-8542-a6a3ee194173,age,younger
857e496f-1f34-4887-8542-a6a3ee194173,education,sixteen
857e496f-1f34-4887-8542-a6a3ee194173,income,middle
857e496f-1f34-4887-8542-a6a3ee194173,movement,yes
857e496f-1f34-4887-8542-a6a3ee194173,dog,no
857e496f-1f34-4887-8542-a6a3ee194173,children,no
857e496f-1f34-4887-8542-a6a3ee194173,garden,no
b4c9b0db-b4f0-423f-8f7a-4d3014946a7d,global,global
b4c9b0db-b4f0-423f-8f7a-4d3014946a7d,gender,woman
b4c9b0db-b4f0-423f-8f7a-4d3014946a7d,age,younger
b4c9b0db-b4f0-423f-8f7a-4d3014946a7d,education,eighteen
b4c9b0db-b4f0-423f-8f7a-4d3014946a7d,movement,no
b4c9b0db-b4f0-423f-8f7a-4d3014946a7d,dog,no
b4c9b0db-b4f0-423f-8f7a-4d3014946a7d,children,yes
b4c9b0db-b4f0-423f-8f7a-4d3014946a7d,garden,yes
62c14006-f901-458b-be7d-6a6696810904,global,global
62c14006-f901-458b-be7d-6a6696810904,gender,man
62c14006-f901-458b-be7d-6a6696810904,age,younger
62c14006-f901-458b-be7d-6a6696810904,ethnicity,white
62c14006-f901-458b-be7d-6a6696810904,education,older
62c14006-f901-458b-be7d-6a6696810904,income,middle
62c14006-f901-458b-be7d-6a6696810904,movement,no
62c14006-f901-458b-be7d-6a6696810904,dog,no
62c14006-f901-458b-be7d-6a6696810904,children,no
62c14006-f901-458b-be7d-6a6696810904,garden,no
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,global,global
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,gender,woman
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,age,middle
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,ethnicity,white
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,education,older
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,income,lower
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,movement,no
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,dog,no
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,children,no
212b72b9-9140-4dcf-bf33-9e1e85bf9c4f,garden,yes
d2854dd8-510e-4a50-903b-4bf97dc3be5b,global,global
d2854dd8-510e-4a50-903b-4bf97dc3be5b,gender,man
d2854dd8-510e-4a50-903b-4bf97dc3be5b,age,middle
d2854dd8-510e-4a50-903b-4bf97dc3be5b,ethnicity,white
d2854dd8-510e-4a50-903b-4bf97dc3be5b,education,older
d2854dd8-510e-4a50-903b-4bf97dc3be5b,income,higher
d2854dd8-510e-4a50-903b-4bf97dc3be5b,movement,no
d2854dd8-510e-4a50-903b-4bf97dc3be5b,dog,no
d2854dd8-510e-4a50-903b-4bf97dc3be5b,children,no
d2854dd8-510e-4a50-903b-4bf97dc3be5b,garden,yes
e4d57af6-cf1a-4e1f-9858-54feb01438cc,global,global
e4d57af6-cf1a-4e1f-9858-54feb01438cc,gender,woman
e4d57af6-cf1a-4e1f-9858-54feb01438cc,age,younger
e4d57af6-cf1a-4e1f-9858-54feb01438cc,ethnicity,other
e4d57af6-cf1a-4e1f-9858-54feb01438cc,education,older
e4d57af6-cf1a-4e1f-9858-54feb01438cc,income,lower
e4d57af6-cf1a-4e1f-9858-54feb01438cc,movement,no
e4d57af6-cf1a-4e1f-9858-54feb01438cc,dog,no
e4d57af6-cf1a-4e1f-9858-54feb01438cc,children,no
6bea5c27-0716-4416-83a6-471e683902bb,global,global
6bea5c27-0716-4416-83a6-471e683902bb,gender,woman
6bea5c27-0716-4416-83a6-471e683902bb,age,younger
6bea5c27-0716-4416-83a6-471e683902bb,ethnicity,other
6bea5c27-0716-4416-83a6-471e683902bb,education,older
6bea5c27-0716-4416-83a6-471e683902bb,income,higher
6bea5c27-0716-4416-83a6-471e683902bb,movement,no
6bea5c27-0716-4416-83a6-471e683902bb,dog,no
6bea5c27-0716-4416-83a6-471e683902bb,children,yes
6bea5c27-0716-4416-83a6-471e683902bb,garden,yes
b021ae58-b001-4dc2-a55e-b1d19be16ac5,global,global
b021ae58-b001-4dc2-a55e-b1d19be16ac5,gender,man
b021ae58-b001-4dc2-a55e-b1d19be16ac5,age,younger
b021ae58-b001-4dc2-a55e-b1d19be16ac5,ethnicity,white
b021ae58-b001-4dc2-a55e-b1d19be16ac5,education,older
b021ae58-b001-4dc2-a55e-b1d19be16ac5,income,higher
b021ae58-b001-4dc2-a55e-b1d19be16ac5,movement,no
b021ae58-b001-4dc2-a55e-b1d19be16ac5,dog,yes
b021ae58-b001-4dc2-a55e-b1d19be16ac5,children,no
b021ae58-b001-4dc2-a55e-b1d19be16ac5,garden,yes
958c0470-fe34-436e-996a-6767abf0430c,global,global
958c0470-fe34-436e-996a-6767abf0430c,gender,man
958c0470-fe34-436e-996a-6767abf0430c,age,younger
958c0470-fe34-436e-996a-6767abf0430c,ethnicity,white
958c0470-fe34-436e-996a-6767abf0430c,education,older
958c0470-fe34-436e-996a-6767abf0430c,income,lower
958c0470-fe34-436e-996a-6767abf0430c,movement,no
958c0470-fe34-436e-996a-6767abf0430c,dog,yes
958c0470-fe34-436e-996a-6767abf0430c,children,no
958c0470-fe34-436e-996a-6767abf0430c,garden,yes
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,global,global
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,gender,man
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,age,younger
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,ethnicity,white
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,education,older
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,movement,no
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,dog,no
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,children,no
259d2af6-5bf5-4f8d-88b2-b1c02d2dd152,garden,yes
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,global,global
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,gender,man
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,age,younger
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,ethnicity,other
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,education,older
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,income,lower
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,movement,no
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,dog,yes
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,children,no
da0acffe-d0ea-4bfe-af75-b56dd9e01ec8,garden,yes
c15b61eb-00e8-4744-938a-780c273c723b,global,global
c15b61eb-00e8-4744-938a-780c273c723b,gender,man
c15b61eb-00e8-4744-938a-780c273c723b,age,younger
c15b61eb-00e8-4744-938a-780c273c723b,ethnicity,white
c15b61eb-00e8-4744-938a-780c273c723b,education,older
c15b61eb-00e8-4744-938a-780c273c723b,income,higher
c15b61eb-00e8-4744-938a-780c273c723b,movement,no
c15b61eb-00e8-4744-938a-780c273c723b,dog,yes
c15b61eb-00e8-4744-938a-780c273c723b,children,yes
c15b61eb-00e8-4744-938a-780c273c723b,garden,yes
dfe89dac-1407-4f7a-899f-d7a60df15e87,global,global
dfe89dac-1407-4f7a-899f-d7a60df15e87,gender,man
dfe89dac-1407-4f7a-899f-d7a60df15e87,age,younger
dfe89dac-1407-4f7a-899f-d7a60df15e87,ethnicity,white
dfe89dac-1407-4f7a-899f-d7a60df15e87,education,eighteen
dfe89dac-1407-4f7a-899f-d7a60df15e87,income,lower
dfe89dac-1407-4f7a-899f-d7a60df15e87,movement,yes
dfe89dac-1407-4f7a-899f-d7a60df15e87,dog,no
dfe89dac-1407-4f7a-899f-d7a60df15e87,children,no
dfe89dac-1407-4f7a-899f-d7a60df15e87,garden,yes
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,global,global
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,gender,man
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,age,younger
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,ethnicity,white
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,education,older
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,income,lower
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,movement,no
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,dog,no
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,children,no
e2446fcb-3a9b-4185-9a00-5bbe0bdc0115,garden,no
99c234be-5a7e-4585-b8ff-fd1e1a534b40,global,global
a9b8f793-058c-42ab-ab0c-7c137b0f875f,global,global
a9b8f793-058c-42ab-ab0c-7c137b0f875f,gender,man
a9b8f793-058c-42ab-ab0c-7c137b0f875f,age,middle
a9b8f793-058c-42ab-ab0c-7c137b0f875f,education,older
a9b8f793-058c-42ab-ab0c-7c137b0f875f,movement,no
a9b8f793-058c-42ab-ab0c-7c137b0f875f,dog,no
a9b8f793-058c-42ab-ab0c-7c137b0f875f,children,yes
a9b8f793-058c-42ab-ab0c-7c137b0f875f,garden,yes
13da1704-6fe0-40a9-af0c-4dc7f2d79a15,global,global
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,global,global
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,gender,woman
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,age,younger
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,ethnicity,white
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,education,older
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,movement,no
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,dog,no
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,children,no
1c1af7ba-8c6b-4574-a4f5-721e84540dcd,garden,yes
33658a08-24a9-4096-8685-9fa492f85ed6,global,global
bb81ebd0-558a-4cfd-a358-6f1abd43608b,global,global
bb81ebd0-558a-4cfd-a358-6f1abd43608b,gender,woman
bb81ebd0-558a-4cfd-a358-6f1abd43608b,age,younger
bb81ebd0-558a-4cfd-a358-6f1abd43608b,ethnicity,white
bb81ebd0-558a-4cfd-a358-6f1abd43608b,education,older
bb81ebd0-558a-4cfd-a358-6f1abd43608b,income,lower
bb81ebd0-558a-4cfd-a358-6f1abd43608b,movement,no
bb81ebd0-558a-4cfd-a358-6f1abd43608b,dog,yes
bb81ebd0-558a-4cfd-a358-6f1abd43608b,children,no
bb81ebd0-558a-4cfd-a358-6f1abd43608b,garden,yes
f2486ffb-b595-4d49-828d-3c495bf9ca9f,global,global
f2486ffb-b595-4d49-828d-3c495bf9ca9f,gender,woman
f2486ffb-b595-4d49-828d-3c495bf9ca9f,age,younger
f2486ffb-b595-4d49-828d-3c495bf9ca9f,ethnicity,other
f2486ffb-b595-4d49-828d-3c495bf9ca9f,education,eighteen
f2486ffb-b595-4d49-828d-3c495bf9ca9f,income,middle
f2486ffb-b595-4d49-828d-3c495bf9ca9f,movement,no
f2486ffb-b595-4d49-828d-3c495bf9ca9f,dog,yes
f2486ffb-b595-4d49-828d-3c495bf9ca9f,children,yes
f2486ffb-b595-4d49-828d-3c495bf9ca9f,garden,yes
acffc861-bf77-462c-8323-2a35f9aca7b1,global,global
acffc861-bf77-462c-8323-2a35f9aca7b1,gender,man
acffc861-bf77-462c-8323-2a35f9aca7b1,age,younger
acffc861-bf77-462c-8323-2a35f9aca7b1,education,older
acffc861-bf77-462c-8323-2a35f9aca7b1,income,lower
acffc861-bf77-462c-8323-2a35f9aca7b1,movement,yes
acffc861-bf77-462c-8323-2a35f9aca7b1,dog,no
acffc861-bf77-462c-8323-2a35f9aca7b1,children,no
acffc861-bf77-462c-8323-2a35f9aca7b1,garden,no
db389b46-301e-4b6b-a47a-702c32fe6bf8,global,global
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,global,global
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,gender,man
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,age,younger
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,ethnicity,white
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,education,older
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,movement,no
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,dog,no
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,children,no
fe3f2c25-3ffc-4059-bb41-e6dc8c2a11a5,garden,no
034ee77b-511e-4a66-81a7-d65e2288ed92,global,global
034ee77b-511e-4a66-81a7-d65e2288ed92,gender,man
034ee77b-511e-4a66-81a7-d65e2288ed92,age,younger
034ee77b-511e-4a66-81a7-d65e2288ed92,ethnicity,white
034ee77b-511e-4a66-81a7-d65e2288ed92,education,older
034ee77b-511e-4a66-81a7-d65e2288ed92,movement,no
034ee77b-511e-4a66-81a7-d65e2288ed92,dog,no
034ee77b-511e-4a66-81a7-d65e2288ed92,children,yes
034ee77b-511e-4a66-81a7-d65e2288ed92,garden,yes
c4a63ce1-ec97-446e-bb80-969ec795b254,global,global
a61ee3de-16ab-491b-bfa6-b2664098f4ab,global,global
96122abd-bf22-44ef-a4cc-bb208b31de07,global,global
96122abd-bf22-44ef-a4cc-bb208b31de07,gender,man
96122abd-bf22-44ef-a4cc-bb208b31de07,age,younger
96122abd-bf22-44ef-a4cc-bb208b31de07,ethnicity,other
96122abd-bf22-44ef-a4cc-bb208b31de07,education,older
96122abd-bf22-44ef-a4cc-bb208b31de07,income,higher
96122abd-bf22-44ef-a4cc-bb208b31de07,movement,no
96122abd-bf22-44ef-a4cc-bb208b31de07,dog,yes
96122abd-bf22-44ef-a4cc-bb208b31de07,children,no
96122abd-bf22-44ef-a4cc-bb208b31de07,garden,no
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,global,global
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,gender,man
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,age,younger
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,ethnicity,white
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,education,eighteen
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,income,higher
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,movement,no
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,dog,yes
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,children,no
7ed507b6-ae7f-45cb-a303-41a4935c3cdc,garden,yes
c5d427a4-0be0-4dc6-b4e4-9b8ed42e1e28,global,global
